username,komentar
RonnyHendrawa19,@opposite6892 Sound Horeg = Sakit Jiwa ?
immakhab,@opposite6892 Halah TOAnya juga ganggu warga kok. Sama2 polusi suara ganggu warga. Jangan pilih2 TOA dan sound horeg sama2 ganggu warga. Bayangkan jika rumah anda dekat Toa. https://t.co/SHSiRIdL9c
kurniawanaghil,@LlRhie10323 Mungkin mereka pikir rakyat negeri ini bisa sejahtera jika berpedoman dengan Sound Horeg ya ? 
gate1927,@opposite6892 Gak semua orang Jatim suka sound horeg tapi bikin malu sejatim
hplsssrmtc,@coffebit @dikidawawe3 opo yo tanggane ra ono sing ndue gawe terus ono suoro sound horeg ngono
guust96,@opposite6892 Bensin+korek lawan sepadan sound horeg
Sephiroth_313,@strawberriescg @jawafess Sound horeg makin merajalela
erfanyr,Pengaruh frekuensi Sound Horeg terhadap sebaran Awan Cumulonimbus pada atmosfer Jawa Timur
hotpotsauce,stress jg liat jadwal mark haechan SM awas aja yh nanti kalo solo mereka berdua promosinya egk proper tak kirim sound horeg sak jatim ng ngarep gedungmu
faithcakepkebgt,org org kok suka sama sound horeg
bawgas,@pacarmasmingyu1 Jgn main di sebelah sound horeg mangkanya
LlRhie10323,@peramal62 Gimana mau bubarin kalau polisinya malah mengawal sound horeg
peramal62,@LlRhie10323 Polisi harus segera menindak acara sound horeg ini atau pemda setempat melarang sound horeg yg tidak bermanfaat ini
natehumaan,emang nanti pas liang lahat malaikat munkar nakir bakalan nanya list lagu sound horeg pas festival?
putri_ch77,@ulxlittlesecret eh tiba-tiba kepikiran fan project nct 127 di indo ntar pake itu aja muter lagu fact check pake sound horeg 
heynodge,Kholid selaku pengurus Bintang Perkasa Audio serta Agus dan Kiki dua orang yang merasa terpanggil oleh sound horeg ngasih insight tentang definisi horeg itu sendiri dan mengapa horeg efektif banget buat nyatuin massa~ https://t.co/eFi1kNRP59
AswaTaksaka,Apa itu sound horeg? Klean blm pernah dilewati angkot full horeg di jalanan Bitung dan Tual aja 
mrifkyrv,@akbarfaizal68 Khofifah sukses bikin iq rakyat jawa timur paling amblas pak melihat tren kelakuan orang jatim yg menciptakan sound horeg dan silat psht yg suka rusuh di jalan mencerminkan pemerintahannya saat ini gak ngurusin keamanan dan kenyamanan warganya. Peradaban makin mundur 
anestaesy,mau muter ini seribu kali.. kalo bisa minjem sound horeg tetanggahttps://t.co/yojmmqiOyw
auradewi1927,@jawafess Ingin menang PiILGUB Jatim gampang tinggal buat statement akan memberdayakan pengusaha sound dan akan membuat event² yg lebih semarak untuk mewadahi kreativitas masyarakat bisa dikolaborasi dg sound horeg misalnya karnaval tingkat desa dijamin auto menang.sdh terbukti pilpres
mr_farhanheit,Genearasi baru yang cita-citanya jadi owner sound horeg :(( Moga trennya berhenti di sana aja ya ga kayak Kera Sakti.... https://t.co/A5OVI9Kfdu
cangporcang1,@rikyyy77 takut keduluan soundhoreg kl udah ada sound horeg rasanya bisa hilang
VIENZIP,udah kayak lagu di sound horeg
beokemgyu,@wnteou belom rame soalnya belom ada sound horeg
matchaeryan,gue ga nyangka pre-concert 2024 bakal seheboh ini mulai dari scam (basic) sampe meributkan hal sesepele boleh gak gabawa ls? sekalian aja tanya boleh naro sound horeg depan venue apa engga
l__ll__I__ll__l,@Krishnatio membawa dan memutar sound horeg
nayrdneh,@ryzensmaster Katanya pasangan paling goals itu si cewek pengikut standar tiktok dan dan sang pria seorang asal Jawa Timur pecinta mafia sholawat member sound horeg dan pecandu judol.
Siro_gane,Transformers kalau nyampe Jawa Timur jadi truknya sound horeg.
amar_Sound3,Ayo dukung program program Bapak Prabowo Subianto https://t.co/MXsjVXBXOJ
0mp0ps0m,@semestasains @astro_ricky Keliatan tuh truknya sound horeg
KeyyDanz9198,@Krishnatio Membawa sound horeg kedalam kereta
runnifladiba__,@jek___ @Isnan___ Tapi mending diadzanin gak sih tadz daripada dikasih sound horeg
smeun,@Yunjind makasih banyak kakak yunjind! denger-denger sih laguku udah disetel pake sound horeg kakak denger nggak?‍↔️
JTangkaari,@PantauPapua Apa jadinya klu sound horeg di Papua ditambah adu jurus Kanuragan silat sambil naik motor bawah clurit pasti seruh 
ycnjmine,@nunuwdy ya kann selagi nontonnya ga pke sound horeg gpp kali ga ganggu yg lain jg
zsskyy_,@rikiiphile bau-bau sukanya sound horeg sama joget engkol ga punya twitter pasti jadi gatau banyak ht dari engene buat agensi sama label buntut itu 
mutsaqqif,@tasaralesya Sound Horeg Kediri jan lupa
zuopeach,cung yg mau nyeruduk gedung sm pake truk oleng trs nyalain sound horeg dengan lantang?? BRII7E WANTS RII7E #AlwaysRII7E #화환등비인도적행동에대해엄격대응해라
ilybrbie,@Setengahgelas_2 @alfyr2000 @dugul___ @ivanyudhis @rachardiana_ayu @detikcom jawir kebanyakan denger sound horeg otak pun ikut konslet. dibali gak ada batasan buat org muslim buat buka warung halal meskipun sapi haram bagi hindu masih aja minta lebih dehhh wir wir https://t.co/7zaLpUxwxq
crownnjen,Musik mobil aku segede sound horeg trs disebelah volume hpnya nya juga lebih gede mampus bikin males tau gk si Hargain org plis sama hal nya kaya lu boncengin naik motor TEMEN lu trs ditinggal pake earphone GW BUKAN G0J3K BANGSAT
ilybrbie,@Setengahgelas_2 @alfyr2000 @dugul___ @ivanyudhis @rachardiana_ayu @detikcom ya udah kalo mmg usaha non halal di jawir msh didiskriminasi jangan harap ada wisata halal di bali blok nih makan nih tmpt gw wrg muslim segitu byk dan yg gak ada di maps juga bejibun para pendatang muslim cari makan dan hidup dibali adem ayem mmg kaum sound horeg aja yg geger https://t.co/61uoPpwPdu
kiki_setya,@jawafess Ora babar blas. Lawong sek kopoken kenek sound horeg. Dikasih bukti ga bisa dikasih tulisan ga dibaca dikasih video sama musik jedug jedug baru diterima.
icybluuuu,Lu bayangin seorang suho yang banyak duit minum es plastik pake sound horeg lagiii
yellowheartless,@npcal_ Ga wajar duitmu ge nyewo sound horeg
sumincirebon,eh gue punya ide gimana kalo kita nyetel koong pake sound horeg?
aphrodiied,sound horeg ni beneran horeg anjirt kaca rumah
mrtclly,Di tinggal bentar udah jadi selendang biru jujur gw sebener nya muak ama ni lagu soalnya pas agustus banyak sound horeg pake ni lagu #StreamwithENGINA #ENSTATIONID #ENHYPEN @ENHYPEN_members https://t.co/xH5dt0VBMx
jungsbrn,@calcutiees anjir ka tinggal sambungin ke sound horeg
EtherealJ6,@ythbapaksungjin di kamu ada sound horeg win?
akeera_iy,minim pengetahuan tapi sok belagak tau gue org indo tapi gue akuin rata² org indo selera musik nya jelek termasuk elu pasti selera lu sound horeg kann?? lagian ya produk laku keras gaperlu iklan contohnya ip? ada ga iklannya? gaada kann? tapi laku kerass broow
molesandimplsss,@mxtchamey dikasih sound horeg nderr
7917s,@sunnbriel prlu pkei sound horeg gk
nyohnyohmorrowh,@michanjee Jadi pemilik concert organizer aja bun biar gak pake sound horeg tapi dolby atmos tiap konser
jeykeylup,Bremsek ini org lagi ada gawe nyetel sound lagu horeg jendelaku geter2
LOEYCH,Menunggu sound horeg di rumah Ranika.
depresibray,@thingthingball anak kabupaten core yg tau lagu lagu enak lewat jedag jedug atau sound galau tiktok dia pasti gatau seenak apa lagu seven nya jungkook karna gada yg jedag jedug pake sound horeg
smilepotatwoo,@nakamurachaewon vote for 2025 zuha jd ktua umum sound horeg
odengkeju,kalo tiba-tiba ada yg ngirim sound horeg depan rumahmu jgn cari siapa pelakunya yh kk rena..... ️
iwakeupp,Ini kalo di jatim biasanya sering bikin ribut suka bikin gaduh ke peguruan lain sampe berdarah² belom lagi motornya knalpot etek etek jamet rambut kek itik warna warni trus pecinta sound horeg 
AbdulRozza93428,@UnitBerita @sosmedkeras Warga harus kompak bubarkan sound horeg setan itu
Lonewizard12,Sound Horeg udah sampe idol korea aja... https://t.co/KQjqr4r1R1
antiminotaurs,@SaulGoodManIndo @HooliganRED1 @sdmgvn @Au_rinjani @kegblgnunfaedh Oi tolol kontol dasarnya itu perda syariah (qanun) Aceh yg memang daerah istimewa Sok ngatain orang ignorance lo udah se intellectual apa njing? Itu di bali juga ada nyepi coba lo wara wiri disana pas hari nyepi bawa sound horeg
fanslucintaluna,Teriak sekencang sound horeg dalam hati (akkhhshshjsnwiwnwks)
antiminotaurs,@widodosuharton0 @kegblgnunfaedh Sekarang bandingkan tingkat kriminalitasnya yuk wir jawir Begal maling copet preman di Jawa kalau dikumpulin mungkin nggak muat 1 stadion Di Aceh sampah2 masyarakat gitu kalau ada cepat dibasminya Oh ya 1 lagi sound horeg itu TELEK
rockstarilla,padahal kalo pake sound horeg seru pah
genosidasemut,Kawanan death angel beserta ratunya menyerang kawanan karnaval sound horeg di jember jawa timur
meeyah_zip,@redbrownsugar kalo udah kena sound horeg keknya jendela udah bukan geter2 tp pecah berserakan 
Nicestar97,@ciloqciliq @hunkue Gabisa cil soalnya udah jadi admin sound horeg
RohmatNovriant3,setelanku saiki sound horeg wkw
ythbapaksungjin,sound horeg tuh bom ajalah ajg. mudharat melulu ajg
maqibaw,gue benci banget ama sound horeg darimana segi positifnya? darimana adat istiadatnya? norak bgt.
hanniqam,@nayeounr Seluruh dunia harus tau kalo kita lagi sound horeg kak 
depresibray,imo malah kureng suka lagunya mem bts viral di indo jujur takut di jedag jedug bayangin Who di jedag jedug brutal pake sound horeg aja gw pusingg
CattoStruick,sorakin aje si muklis muklis itu pake sound horeg.
ndathvi,Bingung gw. Ada orang sok tau yang mungkin hidup nya di jaman purba.. fyp tiktok nya kebanyakan sound horeg lewat
wonpilkecil,@skiesyonk IH MAU .. tapi gak kebayang lagu lagu secantik itu harus berkelahi dengan sound mcm yang SEMBER dan HOREG
90s_rightt,@buzzlightn @mlbbfess gue pernah berhadapan sama fany mid dan di early gue mati 5x... untung pake aurora
90s_rightt,@lilmangoc @mlbbfess berdoa spy ga ketemu spesies kek lo yang pake natalia roam
90s_rightt,@mlbbfess harusnya kompak ban 3 hero nya trus suruh musu lock biar kita fokus alngsung main brawl alias push turet anti war jaya jaya jaya
lvysweet,yee ntar gue play pake sound horeg depan rumah lu biar kuping lu denger 
jeonssigurl,@teokjinni Penikmat sound horeg emang gitu
ahasih1,@sosmedkeras Manfaat sound horeg apaan?
cumcumaru,nanti malam ingetin ya aku mau ngatain orang-orang yang demen sama sound horeg
purpleyzzz,kangen lagu sound horeg ateez tp ice on my teeth sffertinya akan sngt easy listening gasabar!!!! masi lama kah 15 nov itu? dibikin besok aja bisa?
justr1mja,@my_supersoccer dateng aja tinggal sabar aja disini paling kena berisik petasan sama sound horeg doang 
ppochaccino,wlpn sound horeg tp gpp karena udh di sebut https://t.co/3bnotQF1So
prettyhoesspam,Gak mari mari acara sound horeg malang iki
bukanpetenis,@sa_tur_daze Hati2 beralih ke sound horeg.
90s_rightt,@mlbbfess ya jelas harley tuh hero kek enteng bgt jir knp yak? apa krn dia ada darah pak tarno nya?
Dlvtks,@aksetrong @baseconvo Sama bjir mana petirnya kayak sound horeg
tehnit4,@DiajengLrst @aipsnbrp sound horeg gak sih kagok.
iqballl___,sound horeg sudah mulai mencemaskan dengan ditengarai kemunculan playlistnya di indomaret alfamart
hanniqam,biar makin sedi gua siapin sound horeg https://t.co/VPmlfeFcqF
skawnblue,anj sound dangdutannya ngalah2in sound horeg inimah.. at this point gw takut kos gw rubuh 
YouBir_,@kegblgnunfaedh Apakah kalo naik truk sound horeg lebih dari setara 
toyou_myneworld,@LarristK Hahahaha seru banget ngomongin sound horeg sama orang luar
asaiseai,minggu setenang ini dihiasi oleh sound horeg nikahan tetangga sebelah https://t.co/xdr4wBvIcP
dyta0303,@papa_loren @AmaluddinSSili1 Kalau perlu sound horeg...
sikatgigi3x,@camat_portugal @SoloMenfess Ditanggapke sound horeg kakkk
Inaauliaaft,Anjir ieu sound horeg atau naon sih tarik kieu
skzlogi,sumpah pengen gue puterin side effect pake sound horeg depan rumah lo 
semestamu_,@pverisai wkwkwk bener buat sound horeg itu paling 
PDI_Perjuangan,25 Komunitas Sound Horeg di Kabupaten Kediri kompak mendukung dan siap memenangkan calon Bupati dan Wakil Bupati Kediri nomor urut 2 Hanindhito Himawan Prama-Dewi Mariya Ulfa (Mas Dhito-Mbak Dewi) di Pilkada 2024. Deklarasi 25 Komunitas Sound Horeg tersebut dilaksanakan di Grand https://t.co/wNYZyFVjB4
so_cute_hee,@songbilaa asbun juga adalah doa aamiin pake sound horeg
iscreamrui,@Lceeso ke scbd nih ak bawa sound horeg https://t.co/vcAWZ1w0hG
zeldasukma,@satria_gigin Ojo dipilih !!! Mambu2 wereng coklat ancen agak lain..
StriveAround,@cachabiya adekmu operator sound horeg yo cita cita e? 
gogumanuna,@pawskick98 Aselik kak I Would tu ibarat kata lagi sakit gigi terus tetangga sebelah pasang sound horeg sakitnya dewa bgt
oppasmile,setuju bgt ini pas DE terasa jelas sekali suara sound horeg itu fancam ai gini semua
MoonflowerShani,@idextratime jadi pegawai sound horeg
krabbypartyy,@HumaZhr saya agak malu kalo mau negur temen di indo bahwa ini adalah budaya dungu. apa bedanya dengan sound horeg dll cuma beda unsur noragnya aja.. but coba liatlah negara ini 
secnrets,@sbyfess Se7 aku. Bumi hanguskan ae sound horeg iku. Dadi polusi suara tok
NinikJayati,Aku berharap tren Sound Horeg ini lekas berlalu...
SoundOfYogi, Saya mau jadi sound engineer - tukang ampli ya? - sound horeg? - lo bisa benerin gitar gue? Saya memanipulasi suara - Wih mau jadi anggota dewan? - Bohirnya siapa? - Bagi proyekan ya kalo jadi
jaehuynn,beda group tp sempet merasakan experience yg sama di tahun 2017 (no concert manner teriak2 dan sound horeg) https://t.co/NGGT9z3OIb
noonreader,Kebangun gara2 sound horeg bajingan ‍
znono,@Jiaoqixu Sound horeg itu yg buat nikahan.
tisaakarina,@noonachooa Mamang sound horeg ati2 kaca rumah pecah kalo dia lewat
coocacolaaa,isuk isuk enek sound horeg rasane malih ky uduk malkot bjir
feelsunsets,Coy gue shick shack shockk 2 bulan kagak pulkam. Dikampung gue ada sound horeg demi apa literally sampe jam segini masih lanjott. Gue ampe ga bisa tidur https://t.co/5jCUjf5jC2
fufufafaaibnas,@kegblgnunfaedh Cocok nih buat digabung dengan tim sound horeg lalu dikirim ke Amrik buat jadi tim kampanye @realDonaldTrump
mugo_win,November... Masiiihhh aja ada karnaval sound horeg
zeldasukma,@hanmula Kalo haji itu dpt subsidi kan ya.. kacuali umroh?
zeldasukma,@detikcom Mau bikin partai kali
tswuyuri,mamaku: soundnya kureng.. aku: day6 lebih kasian ma dikasih sound horeg 2 minggu lalu
tswuyuri,waduh masa sound system mecima yang katanya dipake coldplay dan lany kalah sama sound system air supply yang bahkan set band nya dipasang 15 menit sebelum on stage di venue yang sama kok ini gak horeg ya. https://t.co/lezgRDEj3e
noonachooa,@tisaakarina Kek mamang sound horeg yee 
jangkentot,@aldrovandi10 @GeiszChalifah Namanya aja Jakonoha desa paling maju dengan budaya sound horeg dan sharelock tak larani 
glttk0000,@KlMINJUU bunyinya bisa pake sound horeg
jhordyeryas,Plis banget ini udah malem babik.. jam setengah dua loh.. mentang2 malam minggu.. gw berharap tuh setan2 dideket rumah gw ngamuk hancurin semua tuh sound horeg kampung https://t.co/K9pFDAME4W
Clariidae8,@fayarboutz Bagaimana jika di-counter sound horeg setel JJ
sudarmana8,@sbyfess Nek di gawe multi task mendadak dadi sound horeg WKWKWK
ringthebeyy,anjeng brisik bgt ini sound horeg malem kedengeran bgtttt padahalj jauh
YSadputra, Sound horeg adalah budaya 
byuldalbit,YA ALLAH IYA LAGI GUA LIHAT SEMUA FANCAM GUE ISINYA SOUND HOREG DAN SUARA GUE YG TERIAK² GOBLOK BENERRR JAMAN DLU TU KAMPUNG BGT NANGISSSSSSD
Nattuy,@Paurtridge boleh yak. pake sound horeg yang sampe bikin rumah geter
opalll78,@raes_veeans ntar ada sound horeg yg lewat 
90s_rightt,@katjaistgut @babymechaluna nah ini si temn kerja gue pada meng agung kan nih orang gue mah diem aja soalnya mau ber argumer juga percuma pokoknya gue dah blacklist tuh orang
90s_rightt,@babymechaluna udah dri lama blacklist dia si semenjak kejadian dia ngata2in orang smpe bawa2 orang tua bahkan film2 yang ada dia ga gue tonton atau produk yg sponsor nya dia juga gabakal gue beli meskipun sebutuh apa gue sama barangnya
yforyellnikoff,Tau ga si interview sound horeg yang orangnya ditanya gimana tanggapannya dibilang orang kampung terus dia jawab gpp kita sama-sama buktikan saja . Anjing goblok banget ini jamet bangsat. Orang-orang keganggu kontol sama kelakuan lo bukan meragukan lo! Apa yg mau dibuktiin.
Rifq_Herliyadi,@sopir_idiot Otaknya pada rusak gara2 sound horeg jadi gak aneh sih
BuzzerShestar,Wisata halal itu bangun Masjid dengan toa yang suaranya kek sound horeg + gak ada restoran sediain babi kalau sediain lonte atau miras masih gas kira gitu lah konsepnya.
yforyellnikoff,Pesilat sound horeg lane hogger 58% projo. Haduh kacau banget kehidupan sosial ini.
immakhab,@SammiSoh Hayo pilih mana SOUND HOREG lewat setahun sekali atau TOA ganggu warga tiap hari? Kritis Toa= dipukuli+kena penistaan agama Islam. https://t.co/KMZEu6kxv5
mashipowtato,@eajerigen kita mah sound horeg kabupaten
eajerigen,@mashipowtato emg udh suara 11 12 sm sound horeg tp demennya nyanyi itulah kita
Xyusuv_k,@idextratime @realDonaldTrump bawa sound horeg ti kampanye di US
lvnsalsa,SOUND HOREG TUH MASI DI JKT APA GMN SI ANJ BERISIK BETUL ASW DARI JAM 5
misojk1,sebuah hal yang membuat mood pagi hari tadi jelek adalah melewati keramaian lengkap dengan beberapa mobil pembawa sound horeg
bawankimm22,@neVerAl0nely Kentel sekali sound horeg nya 
jbwoong,@hcbown tar ya gw ambil sound horeg
kukuhnugraha22,@tanyarlfes Yang jadi biang kerok itu jamet apalagi yg doyan sound horeg. Plus jawir oslo yg doyan politik dinasti. Btw gw jg keturunan javanese
raganpdf,@carameols Otsuuu. Gw setelin lampu kuning depan rumah lu pake sound horeg
90s_rightt,@donnutmachaa_ @sbyfess meskipun cuma first meet setidaknya dressed well oke lah kalo sendalnya yang wanita feminim gt ini sendal karet njir harusnya first tuh jadiin kesan yang baik
Ardikakusuma1,Tinggal nunggu fanbase yang temanya sound horeg
handayani_10933,ODGJ : ( Orang dengan gangguan jawa ) Hati Sama ni suku Semuanya penjahat suka korupsi Kalau jadi rakyat biasa sukanya jadi tukang parkir bikin ribut dengan sound horeg + jahat
RzaaaPahlevi,dengan nilai intensitas bunyi yg sebesar ini apa yg bisa dinikmati dr sound horeg? ngarep omah pas sisan asuuuuuuu https://t.co/a0HaPujafc
sayapnyanaga,ya allah sound horeg menyerang ngimbang️️️
Jendra1232,Jadi untuk menghentikan symbiote dengan cara menyetel suara dengan volume besar (sound horeg misalnya) dan untuk menghilang efek zombie ke orang-orang itu dengan cara melepas symbiote dari orang yang melekat dengan symbiote tersebut https://t.co/OPPEMt0wPz
ktsr_45,@kanaia_jkt48v nanti naek level jd kanaia sound horeg
sellenophilev,@anggvnn Maaf aku belum lama datang abis ungsiin anakku. Takut pusing dia denger sound horeg 
Jinyounig,@jaehyuvk Sisa 5 hari lagi buat nyiapin penyambutan buat saya. Adain arak-arakan keliling kota sambil bawa sound horeg please? Mau yang meriah.
navvvvvid,@txtfromjogja Alhamdulillah gak niru sound horeg
